freq (Hz),real(aaSP("/PORT0" "/PORT0")) TL_width 1.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 2e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 2.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 3e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 3.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 4e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 4.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 5.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 6e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 6.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 7e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 7.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 8e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 8.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 9e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 9.5e-05 ,real(aaSP("/PORT0" "/PORT0")) TL_width 0.0001 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 1.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 2e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 2.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 3e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 3.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 4e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 4.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 5.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 6e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 6.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 7e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 7.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 8e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 8.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 9e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 9.5e-05 ,imag(aaSP("/PORT0" "/PORT0")) TL_width 0.0001 ,real(aaSP("/PORT0" "/PORT1")) TL_width 1.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 2e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 2.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 3e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 3.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 4e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 4.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 5.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 6e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 6.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 7e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 7.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 8e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 8.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 9e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 9.5e-05 ,real(aaSP("/PORT0" "/PORT1")) TL_width 0.0001 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 1.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 2e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 2.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 3e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 3.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 4e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 4.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 5.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 6e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 6.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 7e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 7.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 8e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 8.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 9e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 9.5e-05 ,imag(aaSP("/PORT0" "/PORT1")) TL_width 0.0001 
10.24E9,449.7E-3,345.3E-3,317.5E-3,253.5E-3,204.9E-3,158.5E-3,105.9E-3,60.40E-3,13.59E-3,-26.15E-3,-66.32E-3,-103.6E-3,-139.2E-3,-173.4E-3,-205.1E-3,-236.1E-3,-264.1E-3,-291.2E-3,-48.13E-3,-64.98E-3,-46.52E-3,-44.29E-3,-37.54E-3,-31.18E-3,-25.52E-3,-19.07E-3,-12.02E-3,-5.410E-3,1.724E-3,8.636E-3,15.55E-3,22.61E-3,29.10E-3,36.08E-3,41.80E-3,47.70E-3,-72.96E-3,-145.3E-3,-106.9E-3,-128.6E-3,-129.7E-3,-130.7E-3,-144.9E-3,-150.6E-3,-161.7E-3,-163.7E-3,-169.6E-3,-173.2E-3,-176.3E-3,-179.9E-3,-181.4E-3,-184.4E-3,-184.0E-3,-184.3E-3,-870.4E-3,-906.3E-3,-923.5E-3,-940.2E-3,-952.1E-3,-961.1E-3,-966.3E-3,-969.4E-3,-969.4E-3,-968.9E-3,-965.9E-3,-961.9E-3,-956.8E-3,-950.4E-3,-943.7E-3,-935.6E-3,-928.0E-3,-919.5E-3
11.26E9,427.1E-3,317.0E-3,296.3E-3,233.9E-3,188.6E-3,145.4E-3,95.98E-3,53.90E-3,10.79E-3,-25.57E-3,-62.14E-3,-95.99E-3,-128.3E-3,-159.1E-3,-187.8E-3,-215.6E-3,-241.1E-3,-265.7E-3,-109.9E-3,-113.9E-3,-92.15E-3,-81.01E-3,-67.31E-3,-54.13E-3,-40.52E-3,-27.17E-3,-12.97E-3,-335.0E-6,12.86E-3,25.34E-3,37.51E-3,49.54E-3,60.57E-3,71.90E-3,81.49E-3,91.06E-3,-203.5E-3,-293.3E-3,-254.6E-3,-282.8E-3,-287.0E-3,-290.3E-3,-307.1E-3,-314.0E-3,-326.0E-3,-328.0E-3,-333.6E-3,-336.5E-3,-338.5E-3,-340.8E-3,-340.8E-3,-342.1E-3,-339.7E-3,-338.1E-3,-855.0E-3,-875.0E-3,-897.4E-3,-908.1E-3,-918.3E-3,-926.0E-3,-927.5E-3,-928.9E-3,-926.4E-3,-925.5E-3,-921.5E-3,-917.3E-3,-912.1E-3,-905.7E-3,-899.6E-3,-891.9E-3,-885.5E-3,-878.1E-3
12.29E9,386.4E-3,273.8E-3,261.3E-3,203.2E-3,163.3E-3,125.4E-3,81.59E-3,45.03E-3,7.793E-3,-23.34E-3,-54.48E-3,-83.22E-3,-110.5E-3,-136.6E-3,-160.8E-3,-184.2E-3,-206.0E-3,-226.9E-3,-163.0E-3,-151.7E-3,-129.1E-3,-109.6E-3,-90.24E-3,-71.60E-3,-51.46E-3,-32.72E-3,-13.05E-3,4.098E-3,21.77E-3,38.33E-3,54.33E-3,69.94E-3,84.27E-3,98.71E-3,111.2E-3,123.5E-3,-334.9E-3,-438.2E-3,-399.0E-3,-431.5E-3,-437.7E-3,-442.4E-3,-460.6E-3,-468.1E-3,-480.4E-3,-482.2E-3,-487.4E-3,-489.7E-3,-491.1E-3,-492.5E-3,-491.5E-3,-491.8E-3,-488.4E-3,-485.7E-3,-823.2E-3,-820.8E-3,-849.1E-3,-851.5E-3,-859.2E-3,-864.8E-3,-861.8E-3,-861.2E-3,-855.8E-3,-854.5E-3,-849.7E-3,-845.3E-3,-840.4E-3,-834.5E-3,-829.3E-3,-822.5E-3,-817.7E-3,-812.0E-3
13.31E9,329.9E-3,219.5E-3,215.7E-3,164.4E-3,131.6E-3,100.6E-3,64.33E-3,34.77E-3,4.908E-3,-19.79E-3,-44.31E-3,-66.85E-3,-88.20E-3,-108.4E-3,-127.3E-3,-145.3E-3,-162.4E-3,-178.8E-3,-202.4E-3,-173.5E-3,-153.2E-3,-126.7E-3,-103.7E-3,-81.57E-3,-57.05E-3,-35.09E-3,-12.24E-3,7.382E-3,27.41E-3,46.07E-3,63.99E-3,81.34E-3,97.34E-3,113.2E-3,127.3E-3,141.0E-3,-466.4E-3,-576.6E-3,-537.1E-3,-571.0E-3,-577.7E-3,-582.8E-3,-600.9E-3,-608.3E-3,-620.1E-3,-621.7E-3,-626.5E-3,-628.6E-3,-629.6E-3,-630.8E-3,-629.6E-3,-629.6E-3,-626.1E-3,-623.2E-3,-772.2E-3,-742.2E-3,-777.8E-3,-770.6E-3,-775.4E-3,-778.8E-3,-770.9E-3,-768.1E-3,-759.8E-3,-758.2E-3,-752.5E-3,-748.0E-3,-743.5E-3,-737.9E-3,-733.8E-3,-727.9E-3,-724.9E-3,-720.8E-3
14.34E9,261.9E-3,159.8E-3,163.9E-3,121.7E-3,97.10E-3,73.88E-3,46.14E-3,24.28E-3,2.424E-3,-15.40E-3,-32.89E-3,-48.87E-3,-63.91E-3,-77.96E-3,-91.20E-3,-103.5E-3,-115.6E-3,-127.0E-3,-222.8E-3,-175.9E-3,-161.4E-3,-130.1E-3,-105.9E-3,-82.84E-3,-56.64E-3,-33.97E-3,-10.62E-3,9.149E-3,29.13E-3,47.65E-3,65.34E-3,82.31E-3,98.03E-3,113.4E-3,127.3E-3,140.8E-3,-595.3E-3,-703.8E-3,-665.1E-3,-697.0E-3,-702.9E-3,-707.4E-3,-723.8E-3,-730.4E-3,-741.0E-3,-742.4E-3,-746.8E-3,-748.7E-3,-749.9E-3,-751.1E-3,-750.4E-3,-750.8E-3,-748.0E-3,-745.9E-3,-698.8E-3,-638.1E-3,-682.7E-3,-666.0E-3,-668.3E-3,-669.9E-3,-657.2E-3,-652.5E-3,-641.4E-3,-639.5E-3,-632.8E-3,-628.1E-3,-623.6E-3,-618.2E-3,-614.7E-3,-609.3E-3,-607.5E-3,-604.6E-3
15.36E9,188.3E-3,101.7E-3,111.4E-3,79.95E-3,63.56E-3,48.12E-3,29.10E-3,14.74E-3,586.2E-6,-10.73E-3,-21.64E-3,-31.49E-3,-40.64E-3,-49.01E-3,-56.92E-3,-63.98E-3,-71.19E-3,-77.80E-3,-220.0E-3,-157.4E-3,-151.8E-3,-119.0E-3,-96.57E-3,-75.19E-3,-50.24E-3,-29.50E-3,-8.358E-3,9.213E-3,26.76E-3,42.89E-3,58.18E-3,72.62E-3,86.05E-3,98.84E-3,110.8E-3,122.2E-3,-716.7E-3,-813.7E-3,-777.8E-3,-804.8E-3,-809.0E-3,-812.1E-3,-825.6E-3,-830.9E-3,-839.6E-3,-840.8E-3,-844.6E-3,-846.5E-3,-847.8E-3,-849.4E-3,-849.3E-3,-850.4E-3,-848.9E-3,-848.0E-3,-600.0E-3,-508.7E-3,-564.3E-3,-539.2E-3,-540.0E-3,-540.6E-3,-523.9E-3,-517.7E-3,-504.1E-3,-501.8E-3,-494.1E-3,-488.9E-3,-484.1E-3,-478.2E-3,-474.8E-3,-468.9E-3,-467.6E-3,-465.0E-3
16.38E9,117.6E-3,52.94E-3,64.58E-3,44.09E-3,34.97E-3,26.33E-3,15.16E-3,7.217E-3,-436.7E-6,-6.385E-3,-11.93E-3,-16.85E-3,-21.29E-3,-25.17E-3,-28.84E-3,-31.84E-3,-35.15E-3,-37.99E-3,-191.9E-3,-119.1E-3,-124.8E-3,-94.24E-3,-76.44E-3,-59.40E-3,-38.58E-3,-22.19E-3,-5.720E-3,7.593E-3,20.61E-3,32.38E-3,43.34E-3,53.37E-3,62.70E-3,71.07E-3,79.31E-3,86.81E-3,-823.4E-3,-899.2E-3,-869.6E-3,-889.4E-3,-891.7E-3,-893.3E-3,-903.1E-3,-906.7E-3,-913.1E-3,-914.0E-3,-917.0E-3,-918.6E-3,-920.0E-3,-921.6E-3,-922.2E-3,-923.6E-3,-923.2E-3,-923.4E-3,-474.4E-3,-356.7E-3,-424.5E-3,-393.3E-3,-394.0E-3,-394.5E-3,-374.9E-3,-367.7E-3,-352.0E-3,-349.5E-3,-340.6E-3,-334.6E-3,-328.9E-3,-321.9E-3,-317.8E-3,-310.7E-3,-308.9E-3,-305.4E-3
17.41E9,59.28E-3,20.56E-3,29.35E-3,18.65E-3,14.78E-3,11.05E-3,5.912E-3,2.545E-3,-570.5E-6,-2.918E-3,-4.978E-3,-6.749E-3,-8.280E-3,-9.512E-3,-10.69E-3,-11.51E-3,-12.55E-3,-13.35E-3,-139.6E-3,-65.34E-3,-83.05E-3,-58.62E-3,-47.83E-3,-37.29E-3,-23.01E-3,-12.88E-3,-2.992E-3,4.508E-3,11.44E-3,17.41E-3,22.64E-3,26.90E-3,30.82E-3,33.48E-3,36.70E-3,39.04E-3,-906.6E-3,-953.9E-3,-935.1E-3,-946.7E-3,-947.5E-3,-948.0E-3,-953.7E-3,-955.7E-3,-959.3E-3,-959.9E-3,-961.6E-3,-962.7E-3,-963.6E-3,-964.8E-3,-965.3E-3,-966.3E-3,-966.4E-3,-966.8E-3,-323.7E-3,-187.5E-3,-267.1E-3,-232.7E-3,-234.7E-3,-236.1E-3,-214.7E-3,-207.1E-3,-189.8E-3,-187.0E-3,-176.9E-3,-169.8E-3,-163.0E-3,-154.5E-3,-149.0E-3,-140.0E-3,-136.9E-3,-131.8E-3
18.43E9,22.57E-3,9.566E-3,10.54E-3,6.913E-3,5.434E-3,4.049E-3,2.398E-3,1.216E-3,156.3E-6,-772.9E-6,-1.635E-3,-2.463E-3,-3.273E-3,-4.102E-3,-4.929E-3,-5.857E-3,-6.707E-3,-7.648E-3,-68.81E-3,-3.354E-3,-31.46E-3,-16.42E-3,-14.13E-3,-11.41E-3,-5.346E-3,-2.653E-3,-470.1E-6,352.6E-6,379.7E-6,-175.2E-6,-1.344E-3,-3.445E-3,-5.523E-3,-9.023E-3,-11.37E-3,-14.66E-3,-957.6E-3,-973.0E-3,-969.5E-3,-973.4E-3,-973.9E-3,-974.2E-3,-975.8E-3,-976.3E-3,-976.9E-3,-977.1E-3,-977.2E-3,-977.1E-3,-977.0E-3,-976.8E-3,-976.4E-3,-975.9E-3,-975.5E-3,-974.9E-3,-154.0E-3,-8.999E-3,-98.32E-3,-63.49E-3,-67.53E-3,-70.37E-3,-48.29E-3,-40.63E-3,-22.27E-3,-19.21E-3,-7.984E-3,109.4E-6,8.254E-3,18.38E-3,25.37E-3,36.37E-3,41.11E-3,48.21E-3
19.46E9,13.70E-3,21.56E-3,10.75E-3,10.36E-3,8.041E-3,6.109E-3,4.967E-3,3.335E-3,1.617E-3,-235.1E-6,-2.329E-3,-4.527E-3,-6.911E-3,-9.648E-3,-12.34E-3,-15.69E-3,-18.49E-3,-21.76E-3,11.00E-3,58.16E-3,23.40E-3,27.10E-3,20.60E-3,15.17E-3,12.35E-3,7.328E-3,1.577E-3,-4.350E-3,-11.21E-3,-18.21E-3,-25.62E-3,-33.80E-3,-41.58E-3,-50.76E-3,-58.31E-3,-66.72E-3,-970.4E-3,-955.0E-3,-970.7E-3,-968.2E-3,-969.8E-3,-970.9E-3,-968.7E-3,-968.1E-3,-965.5E-3,-965.2E-3,-963.2E-3,-961.5E-3,-959.6E-3,-957.1E-3,-955.0E-3,-951.7E-3,-949.7E-3,-946.9E-3,24.97E-3,169.1E-3,74.35E-3,107.7E-3,101.6E-3,97.21E-3,119.2E-3,126.7E-3,145.6E-3,148.8E-3,160.9E-3,169.8E-3,179.0E-3,190.4E-3,198.6E-3,211.1E-3,217.2E-3,225.7E-3
20.48E9,34.05E-3,54.40E-3,29.78E-3,28.40E-3,22.16E-3,16.89E-3,13.25E-3,8.602E-3,3.605E-3,-1.393E-3,-6.991E-3,-12.70E-3,-18.73E-3,-25.41E-3,-31.88E-3,-39.59E-3,-46.10E-3,-53.46E-3,88.10E-3,110.6E-3,74.40E-3,66.49E-3,52.18E-3,39.36E-3,28.03E-3,15.93E-3,2.942E-3,-9.012E-3,-21.91E-3,-34.48E-3,-47.15E-3,-60.30E-3,-72.68E-3,-86.17E-3,-97.74E-3,-109.9E-3,-943.9E-3,-902.1E-3,-938.7E-3,-931.6E-3,-935.6E-3,-938.5E-3,-933.0E-3,-931.4E-3,-925.6E-3,-924.6E-3,-920.1E-3,-916.4E-3,-912.2E-3,-906.7E-3,-902.0E-3,-895.2E-3,-890.8E-3,-885.0E-3,201.2E-3,337.5E-3,242.9E-3,274.0E-3,266.5E-3,261.1E-3,282.6E-3,289.8E-3,308.8E-3,312.2E-3,324.5E-3,333.9E-3,343.5E-3,355.3E-3,364.1E-3,376.9E-3,383.4E-3,392.4E-3
21.50E9,79.68E-3,102.8E-3,64.73E-3,58.48E-3,45.91E-3,35.02E-3,26.21E-3,16.36E-3,5.858E-3,-4.129E-3,-15.07E-3,-25.97E-3,-37.24E-3,-49.32E-3,-60.92E-3,-74.16E-3,-85.51E-3,-97.92E-3,151.6E-3,147.3E-3,115.2E-3,97.02E-3,76.90E-3,58.38E-3,39.92E-3,22.19E-3,3.501E-3,-13.05E-3,-30.42E-3,-46.98E-3,-63.30E-3,-79.65E-3,-94.90E-3,-110.7E-3,-124.6E-3,-138.6E-3,-881.7E-3,-819.0E-3,-876.2E-3,-865.9E-3,-873.1E-3,-878.3E-3,-869.8E-3,-867.5E-3,-858.3E-3,-856.6E-3,-849.5E-3,-843.4E-3,-836.6E-3,-827.8E-3,-820.4E-3,-809.7E-3,-802.8E-3,-793.8E-3,363.7E-3,488.5E-3,399.8E-3,429.0E-3,421.5E-3,416.1E-3,437.0E-3,443.9E-3,462.5E-3,465.9E-3,477.9E-3,487.0E-3,496.3E-3,507.5E-3,515.6E-3,527.5E-3,533.3E-3,541.1E-3
22.53E9,143.0E-3,159.8E-3,110.9E-3,96.81E-3,76.44E-3,58.38E-3,42.37E-3,25.75E-3,8.140E-3,-8.107E-3,-25.60E-3,-42.74E-3,-60.15E-3,-78.37E-3,-95.69E-3,-114.8E-3,-131.4E-3,-149.0E-3,194.1E-3,164.7E-3,141.4E-3,115.5E-3,92.19E-3,70.28E-3,46.84E-3,25.54E-3,3.328E-3,-15.87E-3,-35.63E-3,-54.15E-3,-72.05E-3,-89.48E-3,-105.6E-3,-121.6E-3,-135.8E-3,-149.6E-3,-791.0E-3,-712.1E-3,-787.6E-3,-774.7E-3,-785.2E-3,-792.8E-3,-781.3E-3,-778.2E-3,-765.6E-3,-763.2E-3,-753.4E-3,-745.0E-3,-735.7E-3,-723.8E-3,-713.8E-3,-699.8E-3,-690.6E-3,-679.0E-3,505.2E-3,618.0E-3,540.3E-3,568.4E-3,562.5E-3,558.1E-3,578.3E-3,585.3E-3,602.9E-3,606.1E-3,617.1E-3,625.2E-3,633.2E-3,642.7E-3,649.1E-3,658.6E-3,662.5E-3,667.9E-3
23.55E9,214.5E-3,218.0E-3,162.2E-3,138.6E-3,110.0E-3,84.21E-3,59.83E-3,35.66E-3,10.19E-3,-12.84E-3,-37.29E-3,-60.93E-3,-84.60E-3,-108.9E-3,-131.7E-3,-156.3E-3,-177.6E-3,-199.8E-3,211.9E-3,161.5E-3,150.5E-3,119.9E-3,96.33E-3,73.67E-3,47.93E-3,25.56E-3,2.410E-3,-17.16E-3,-36.92E-3,-55.14E-3,-72.41E-3,-88.71E-3,-103.6E-3,-117.7E-3,-130.5E-3,-142.4E-3,-680.7E-3,-588.1E-3,-678.3E-3,-662.6E-3,-675.5E-3,-684.9E-3,-670.3E-3,-666.2E-3,-650.2E-3,-647.1E-3,-634.8E-3,-624.4E-3,-613.0E-3,-598.7E-3,-586.9E-3,-570.4E-3,-560.0E-3,-546.8E-3,621.0E-3,722.9E-3,659.8E-3,687.7E-3,684.8E-3,682.6E-3,702.0E-3,709.1E-3,725.2E-3,728.0E-3,737.4E-3,743.7E-3,749.6E-3,756.4E-3,760.3E-3,766.3E-3,767.4E-3,769.6E-3
24.58E9,285.2E-3,270.5E-3,212.7E-3,178.9E-3,142.7E-3,109.5E-3,76.56E-3,44.95E-3,11.77E-3,-17.75E-3,-48.73E-3,-78.34E-3,-107.6E-3,-137.1E-3,-164.7E-3,-193.5E-3,-218.7E-3,-244.4E-3,205.4E-3,139.5E-3,142.1E-3,110.2E-3,89.10E-3,68.30E-3,43.13E-3,22.25E-3,865.7E-6,-16.76E-3,-34.15E-3,-49.88E-3,-64.41E-3,-77.62E-3,-89.55E-3,-100.1E-3,-109.9E-3,-118.6E-3,-558.8E-3,-453.0E-3,-553.9E-3,-534.1E-3,-548.1E-3,-558.4E-3,-540.3E-3,-534.9E-3,-515.6E-3,-511.9E-3,-497.5E-3,-485.6E-3,-472.9E-3,-457.1E-3,-444.5E-3,-426.9E-3,-416.3E-3,-402.9E-3,710.9E-3,802.9E-3,756.5E-3,784.8E-3,785.8E-3,786.4E-3,804.7E-3,811.8E-3,825.7E-3,828.0E-3,835.2E-3,839.3E-3,842.5E-3,846.0E-3,846.8E-3,848.8E-3,846.9E-3,845.5E-3
25.60E9,347.7E-3,311.9E-3,256.9E-3,213.4E-3,171.0E-3,131.5E-3,90.65E-3,52.55E-3,12.72E-3,-22.25E-3,-58.55E-3,-92.90E-3,-126.5E-3,-159.7E-3,-190.6E-3,-222.3E-3,-250.1E-3,-277.8E-3,177.7E-3,102.2E-3,118.3E-3,88.07E-3,71.59E-3,54.91E-3,33.03E-3,16.03E-3,-1.112E-3,-14.71E-3,-27.67E-3,-39.02E-3,-49.12E-3,-57.68E-3,-65.31E-3,-71.13E-3,-77.07E-3,-81.64E-3,-431.4E-3,-311.2E-3,-419.0E-3,-393.9E-3,-407.4E-3,-417.4E-3,-395.3E-3,-388.2E-3,-365.8E-3,-361.5E-3,-345.7E-3,-333.0E-3,-319.8E-3,-303.6E-3,-291.3E-3,-273.7E-3,-264.2E-3,-251.8E-3,777.1E-3,859.3E-3,830.2E-3,858.4E-3,863.4E-3,867.1E-3,883.7E-3,890.5E-3,901.6E-3,903.3E-3,907.7E-3,909.3E-3,909.7E-3,909.7E-3,907.5E-3,905.5E-3,900.8E-3,896.0E-3
26.62E9,397.0E-3,338.7E-3,290.5E-3,238.4E-3,191.7E-3,147.7E-3,100.5E-3,57.60E-3,12.92E-3,-25.80E-3,-65.57E-3,-102.9E-3,-139.0E-3,-174.2E-3,-206.8E-3,-239.5E-3,-268.4E-3,-296.9E-3,133.5E-3,54.17E-3,82.05E-3,56.15E-3,45.92E-3,35.09E-3,18.84E-3,7.634E-3,-3.287E-3,-11.25E-3,-18.24E-3,-23.90E-3,-28.40E-3,-31.38E-3,-33.90E-3,-34.46E-3,-35.98E-3,-36.16E-3,-302.4E-3,-165.9E-3,-277.6E-3,-245.6E-3,-257.1E-3,-265.7E-3,-239.4E-3,-230.5E-3,-205.3E-3,-200.7E-3,-183.9E-3,-171.2E-3,-158.3E-3,-142.6E-3,-131.4E-3,-115.1E-3,-107.4E-3,-96.98E-3,822.7E-3,893.4E-3,881.4E-3,908.1E-3,916.8E-3,923.1E-3,937.0E-3,943.1E-3,950.6E-3,951.4E-3,952.9E-3,952.0E-3,949.7E-3,946.5E-3,941.6E-3,936.1E-3,929.4E-3,922.0E-3
27.65E9,430.0E-3,348.5E-3,310.7E-3,251.6E-3,202.9E-3,156.4E-3,105.1E-3,59.53E-3,12.38E-3,-27.96E-3,-68.98E-3,-107.1E-3,-143.7E-3,-178.9E-3,-211.5E-3,-243.4E-3,-272.0E-3,-299.7E-3,77.83E-3,561.3E-6,37.47E-3,18.06E-3,15.00E-3,11.11E-3,2.205E-3,-1.959E-3,-5.402E-3,-6.811E-3,-7.010E-3,-6.326E-3,-4.736E-3,-1.828E-3,980.9E-6,5.691E-3,8.668E-3,12.81E-3,-173.5E-3,-18.86E-3,-132.5E-3,-92.75E-3,-101.2E-3,-107.5E-3,-77.06E-3,-66.26E-3,-38.93E-3,-34.06E-3,-16.98E-3,-4.722E-3,7.257E-3,21.70E-3,31.16E-3,45.57E-3,50.92E-3,58.92E-3,850.6E-3,906.3E-3,910.8E-3,934.1E-3,945.2E-3,953.5E-3,963.4E-3,968.1E-3,971.3E-3,971.3E-3,969.7E-3,966.5E-3,961.9E-3,955.9E-3,949.1E-3,941.0E-3,933.0E-3,924.2E-3
28.67E9,444.8E-3,340.7E-3,315.8E-3,251.8E-3,203.3E-3,156.7E-3,103.8E-3,58.11E-3,11.15E-3,-28.50E-3,-68.38E-3,-105.2E-3,-140.2E-3,-173.4E-3,-204.1E-3,-233.6E-3,-260.6E-3,-286.3E-3,15.81E-3,-53.31E-3,-10.94E-3,-22.15E-3,-17.79E-3,-14.36E-3,-14.98E-3,-11.64E-3,-7.213E-3,-1.909E-3,4.688E-3,11.62E-3,19.10E-3,27.54E-3,35.35E-3,44.79E-3,51.95E-3,59.98E-3,-45.04E-3,128.4E-3,14.35E-3,61.81E-3,56.93E-3,53.31E-3,87.26E-3,99.73E-3,128.5E-3,133.4E-3,150.2E-3,161.6E-3,172.3E-3,185.1E-3,192.7E-3,205.0E-3,208.0E-3,213.6E-3,863.1E-3,898.6E-3,919.1E-3,936.3E-3,948.5E-3,957.6E-3,962.1E-3,964.8E-3,963.1E-3,962.1E-3,957.7E-3,952.5E-3,946.1E-3,938.0E-3,930.1E-3,920.2E-3,912.0E-3,902.6E-3
29.70E9,440.7E-3,315.8E-3,305.4E-3,238.9E-3,192.9E-3,148.7E-3,96.82E-3,53.53E-3,9.374E-3,-27.35E-3,-63.86E-3,-97.29E-3,-128.8E-3,-158.3E-3,-185.6E-3,-211.2E-3,-235.2E-3,-257.7E-3,-47.59E-3,-102.1E-3,-58.50E-3,-60.29E-3,-48.92E-3,-38.53E-3,-30.75E-3,-20.28E-3,-8.511E-3,2.867E-3,15.46E-3,27.81E-3,40.31E-3,53.32E-3,65.27E-3,78.42E-3,89.05E-3,100.2E-3,83.40E-3,274.6E-3,161.0E-3,215.3E-3,213.8E-3,212.7E-3,249.1E-3,262.7E-3,291.9E-3,296.6E-3,312.7E-3,323.1E-3,332.5E-3,343.7E-3,349.5E-3,359.8E-3,361.0E-3,364.6E-3,861.0E-3,869.6E-3,906.4E-3,914.7E-3,926.6E-3,935.5E-3,933.4E-3,933.4E-3,926.2E-3,924.4E-3,917.1E-3,910.3E-3,902.6E-3,893.1E-3,884.8E-3,873.8E-3,866.2E-3,857.1E-3
